,locus,annotation_name1,nfxB_P,nfxB_Q,nfxB_Difference,Welch's T-test Test statistic delta_nfxB_wt,change
2302,PA3987,leucyl-tRNA synthetase,0.161677356,0.137679909,0.280258179,1.603258954,NOT
1063,PA1829,hypothetical protein,0.423439597,0.411740681,0.280358315,0.894718009,NOT
74,PA0101,hypothetical protein,0.02123928,0.018230548,0.281099319,3.239705392,NOT
3051,PA5093,probable histidine/phenylalanine ammonia-lyase,0.707489544,0.708478893,0.281208992,0.397904284,NOT
2001,PA3569,3-hydroxyisobutyrate dehydrogenase,0.310185826,0.2889691,0.282953739,1.113407401,NOT
2863,PA4795,hypothetical protein,0.130905222,0.110305296,0.283787727,1.783766033,NOT
2837,PA4761,DnaK protein,0.039145883,0.032034043,0.283807278,2.635533781,NOT
1670,PA3028,molybdenum cofactor biosynthesis protein A2,0.056753926,0.045363069,0.284142494,2.535629031,NOT
327,PA0544,hypothetical protein,0.418809843,0.405939,0.28455925,0.870299166,NOT
2329,PA4026,probable acetyltransferase,0.285184034,0.26376525,0.285001755,1.249728968,NOT
888,PA1543,adenine phosphoribosyltransferase,0.136169263,0.114624235,0.285506248,1.754599629,NOT
2636,PA4491,MagB,0.004332428,0.006108434,0.285716057,4.597801209,NOT
610,PA1045,hypothetical protein,0.035714296,0.029083241,0.286859512,2.939968058,NOT
1037,PA1794,glutaminyl-tRNA synthetase,0.090974276,0.073376812,0.286915302,2.368061464,NOT
2562,PA4403,secretion protein SecA,0.019208947,0.01684115,0.286984444,3.720503573,NOT
648,PA1097,transcriptional regulator FleQ,0.145473776,0.122380048,0.287024498,1.761974389,NOT
1724,PA3107,o-succinylhomoserine sulfhydrylase,0.084356856,0.069831071,0.287611961,2.104375367,NOT
2123,PA3729,conserved hypothetical protein,3.02E-05,0,0.288204193,17.72998832,NOT
128,PA0207,probable transcriptional regulator,0.027247143,0.023071795,0.289232731,2.938595852,NOT
1145,PA2014,methylcrotonyl-CoA carboxylase,0.019894653,0.017136905,0.289486885,4.364517412,NOT
2337,PA4044,1-deoxyxylulose-5-phosphate synthase,0.04816904,0.038931034,0.289729595,2.49484686,NOT
555,PA0956,prolyl-tRNA synthetase,0.117387446,0.097001942,0.28976202,1.82961855,NOT
1588,PA2907,precorrin-6y-dependent methyltransferase CobL,0.001639133,0.004123077,0.289940357,5.438595827,NOT
2287,PA3968,probable pseudouridine synthase,0.028810339,0.024049938,0.289982319,3.096556258,NOT
2587,PA4434,probable oxidoreductase,0.239439158,0.21642126,0.291182518,1.359246907,NOT
477,PA0833,hypothetical protein,0.171225619,0.146388457,0.291648865,1.705415082,NOT
3228,PA5340,hypothetical protein,0.050871751,0.041009381,0.292010784,2.664602699,NOT
2949,PA4953,chemotaxis protein MotB,0.428767484,0.417040323,0.292632103,0.883942963,NOT
345,PA0572,hypothetical protein,0.164205044,0.13952027,0.29326725,1.706675094,NOT
1057,PA1818,lysine decarboxylase,0.020890205,0.017988372,0.294976711,3.607880746,NOT
2062,PA3654,uridylate kinase,0.098523616,0.080915562,0.295753002,2.227618599,NOT
1457,PA2698,probable hydrolase,0.480452728,0.469095275,0.295949936,0.771028153,NOT
2725,PA4615,FprB,0.061578561,0.04875491,0.297806263,2.359972992,NOT
2741,PA4636,hypothetical protein,0.131542036,0.110815184,0.298447609,1.868814319,NOT
2866,PA4807,selenocysteine-specific elongation factor,0.285335037,0.263676824,0.299078465,1.261446946,NOT
3009,PA5040,Type 4 fimbrial biogenesis outer membrane protein PilQ precursor,0.050167583,0.040535849,0.299096584,2.99230101,NOT
2623,PA4477,cytoplasmic axial filament protein,0.109516162,0.090253182,0.299099922,2.056995845,NOT
3141,PA5214,glycine cleavage system protein H1,0.001123013,0.004282051,0.29995203,5.911869796,NOT
397,PA0654,S-adenosylmethionine decarboxylase proenzyme,0.196625731,0.17081372,0.300240517,1.519284087,NOT
2086,PA3687,phosphoenolpyruvate carboxylase,0.251599412,0.227449735,0.300788879,1.405879484,NOT
160,PA0292,agmatine deiminase,0.102837856,0.084489011,0.300810337,2.311615579,NOT
2642,PA4497,probable binding protein component of ABC transporter,0.215429518,0.191774359,0.300928593,1.436886375,NOT
856,PA1482,cytochrome C-type biogenesis protein CcmH,0.034993111,0.028308725,0.301175117,2.760708826,NOT
751,PA1279,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,0.088142168,0.071779736,0.301905632,2.051332047,NOT
404,PA0662,N-acetyl-gamma-glutamyl-phosphate reductase,0.033721208,0.027414857,0.301915169,2.83972476,NOT
547,PA0945,phosphoribosylaminoimidazole synthetase,0.0517913,0.041413953,0.302472591,2.697337455,NOT
1371,PA2552,probable acyl-CoA dehydrogenase,0.059542035,0.047424586,0.30330658,2.319860866,NOT
1434,PA2641,NADH dehydrogenase I chain F,0.033529818,0.027424626,0.304941177,2.831347911,NOT
400,PA0657,probable ATPase,0.131859336,0.111065258,0.30532074,1.748682981,NOT
704,PA1179,two-component response regulator PhoP,0.095288726,0.077548295,0.305767059,2.163889134,NOT
3265,PA5410,GbcA,0.017380243,0.015533123,0.306828499,3.572211383,NOT
1003,PA1742,Glutamine amidotransferase class I,0.087677576,0.071890613,0.306975842,2.059543382,NOT
2503,PA4319,conserved hypothetical protein,0.453790916,0.440571654,0.306991577,0.806016492,NOT
1069,PA1837,hypothetical protein,0.098521883,0.080972067,0.30753231,2.064681997,NOT
377,PA0609,anthranilate synthetase component I,0.071331314,0.056489209,0.308323383,2.331057157,NOT
324,PA0541,hypothetical protein,0.00036166,0.002493506,0.309486389,7.275186692,NOT
10,PA0011,acyltransferase HtrB1,0.050669401,0.040893897,0.309657574,3.079984804,NOT
337,PA0558,conserved hypothetical protein,0.215475962,0.191676064,0.309716225,1.56014396,NOT
3039,PA5074,probable ATP-binding component of ABC transporter,0.026729062,0.023080519,0.310491562,3.519676178,NOT
1993,PA3561,1-phosphofructokinase,0.009624328,0.009753086,0.310581207,5.104352488,NOT
1774,PA3170,conserved hypothetical protein,0.190402058,0.165390374,0.311610222,1.658514404,NOT
3147,PA5223,ubiH protein,0.157283617,0.133588946,0.312297344,1.849818574,NOT
2742,PA4639,hypothetical protein,0.002325815,0.004827586,0.312786102,5.479101427,NOT
2189,PA3815,IscR,0.116850663,0.096483431,0.313430786,2.019759883,NOT
1955,PA3477,transcriptional regulator RhlR,0.41251118,0.399340695,0.313941479,0.941040903,NOT
2192,PA3818,extragenic suppressor protein SuhB,0.115111464,0.094736429,0.314051628,2.146241342,NOT
512,PA0890,arginine/ornithine transport protein AotM,0.792741292,0.79606553,0.314314365,0.285505349,NOT
2056,PA3647,probable outer membrane protein precursor,0.001163854,0.004149068,0.314317703,5.839343726,NOT
1938,PA3450,1-Cys peroxiredoxin LsfA,0.047825333,0.038813102,0.314602852,2.766248425,NOT
3037,PA5072,McpK,0.001409969,0.004516854,0.315926552,7.456072306,NOT
1751,PA3139,probable amino acid aminotransferase,0.158705967,0.134440252,0.317259789,1.708345173,NOT
1582,PA2901,hypothetical protein,0.086809739,0.071353116,0.317896843,2.240549519,NOT
2950,PA4955,hypothetical protein,0.211856246,0.187239959,0.318004131,1.502171935,NOT
2262,PA3922,conserved hypothetical protein,0.056544664,0.045258266,0.318304539,2.360980125,NOT
2437,PA4234,excinuclease ABC subunit A,0.023217233,0.02025,0.318628311,3.089631831,NOT
46,PA0067,oligopeptidase A,0.063959019,0.050964587,0.318759441,2.380247168,NOT
2634,PA4489,MagD,0.002240794,0.004646288,0.319040298,5.394018287,NOT
2229,PA3865.1,pyocin S4 immunity protein,0.009349127,0.009555094,0.319796562,3.781452574,NOT
596,PA1023,probable short-chain dehydrogenase,0.030403204,0.025245421,0.319928169,2.849293891,NOT
414,PA0706,chloramphenicol acetyltransferase,0.023867714,0.02133882,0.320379734,3.065892336,NOT
877,PA1524,xanthine dehydrogenase,0.014116182,0.0135189,0.320928574,3.432659347,NOT
1480,PA2734,hypothetical protein,0.193169215,0.167655685,0.320933819,1.538335725,NOT
626,PA1070,branched-chain amino acid transport protein BraG,0.00438673,0.006071856,0.322644711,6.933507899,NOT
447,PA0769,hypothetical protein,0.167678431,0.142771812,0.323685169,1.733375949,NOT
900,PA1561,aerotaxis receptor Aer,0.000187213,0.001647059,0.323966026,8.251314156,NOT
853,PA1479,cytochrome C-type biogenesis protein CcmE,0.002729551,0.005015625,0.324263096,4.896852407,NOT
3364,PA5565,glucose-inhibited division protein A,0.057347588,0.045825312,0.32517767,2.372302892,NOT
800,PA1373,3-oxoacyl-acyl carrier protein synthase II,0.114702546,0.094235602,0.325787544,2.131627209,NOT
1764,PA3159,UDP-N-acetyl-d-glucosamine 6-Dehydrogenase,0.129547637,0.109178683,0.32597971,1.76987113,NOT
1748,PA3134,glutamyl-tRNA synthetase,0.188532728,0.16380666,0.326628208,1.507991515,NOT
1525,PA2812,probable ATP-binding component of ABC transporter,0.41616508,0.403502244,0.32681942,0.902622399,NOT
2484,PA4285,exodeoxyribonuclease V gamma chain,0.194212445,0.168718601,0.32844305,1.518728791,NOT
504,PA0870,aromatic amino acid aminotransferase,0.054433205,0.043404178,0.328701019,2.879038659,NOT
462,PA0795,citrate synthase 2,0.011272993,0.010961832,0.329081535,5.09710757,NOT
717,PA1202,probable hydrolase,0.012978948,0.012919786,0.331053257,3.584886324,NOT
2406,PA4180,probable acetolactate synthase large subunit,0.124519518,0.104869898,0.331246376,2.095340229,NOT
524,PA0903,alanyl-tRNA synthetase,0.069163848,0.055002445,0.33181572,2.256738889,NOT
561,PA0963,aspartyl-tRNA synthetase,0.178101405,0.152796935,0.332077026,1.573605204,NOT
2617,PA4470,fumarate hydratase,0.085385968,0.070034354,0.332340717,2.408099945,NOT
1860,PA3308,RNA helicase HepA,0.1172371,0.096972763,0.332717419,1.8775167,NOT
687,PA1156,NrdA,0.216324706,0.192061318,0.332722664,1.40710058,NOT
66,PA0091,VgrG1,0.011660175,0.011977444,0.332754612,4.768505961,NOT
1943,PA3455,conserved hypothetical protein,0.239421456,0.216527819,0.333268166,1.390266277,NOT
2578,PA4425,sedoheptulose 7-phosphate isomerase GmhA,0.082933466,0.068886864,0.333288193,2.489315469,NOT
2152,PA3763,phosphoribosylformylglycinamidine synthase,0.121038922,0.101383033,0.333464146,1.930923118,NOT
2686,PA4561,riboflavin kinase/FAD synthase,0.039635977,0.032372093,0.333557606,2.720579261,NOT
2031,PA3620,DNA mismatch repair protein MutS,0.142651432,0.12085009,0.33403492,1.695101929,NOT
215,PA0374,cell division protein FtsE,0.017758877,0.01569375,0.334677696,3.307278873,NOT
2217,PA3852,hypothetical protein,0.055563548,0.044288288,0.334923267,2.78200142,NOT
1706,PA3083,aminopeptidase N,0.335052214,0.316183647,0.335162163,1.095211609,NOT
1287,PA2316,probable transcriptional regulator,0.055351507,0.044144404,0.335233212,2.519466424,NOT
2916,PA4907,probable short-chain dehydrogenase,0.078970975,0.064744977,0.335680485,2.388670508,NOT
976,PA1678,probable DNA methylase,0.216931731,0.192670072,0.336116314,1.529668132,NOT
1808,PA3221,CsaA protein,0.417794312,0.404737785,0.338341236,0.873297702,NOT
2120,PA3726,conserved hypothetical protein,0.103877641,0.085186603,0.33836174,2.136770548,NOT
2046,PA3637,CTP synthase,0.104708547,0.086290389,0.339712143,1.973551429,NOT
235,PA0403,transcriptional regulator PyrR,0.113932603,0.093615233,0.339886665,1.849110087,NOT
2699,PA4579,hypothetical protein,0.08358331,0.06932324,0.340439796,2.078650139,NOT
3344,PA5528,hypothetical protein,0.031865001,0.026646007,0.340680122,3.600120237,NOT
686,PA1155,NrdB,0.135370743,0.11444226,0.340833664,1.822382914,NOT
2293,PA3977,glutamate-1-semialdehyde 2,0.0941104,0.076394568,0.34180069,2.257687323,NOT
3321,PA5493,DNA polymerase I,0.127224007,0.106981037,0.341929913,1.951919162,NOT
198,PA0351,conserved hypothetical protein,0.052757909,0.042351852,0.34215498,2.537870958,NOT
41,PA0061,hypothetical protein,0.109314829,0.090181087,0.342634201,1.921349689,NOT
2785,PA4701,conserved hypothetical protein,0.151680639,0.127932401,0.343757629,1.67241545,NOT
1818,PA3239,conserved hypothetical protein,0.498033817,0.488773251,0.346131802,0.723583544,NOT
2417,PA4199,probable acyl-CoA dehydrogenase,0.248751249,0.22496999,0.34621048,1.337123296,NOT
2671,PA4542,ClpB protein,0.003857621,0.005935897,0.347779274,4.560481968,NOT
1060,PA1823,NudC,0.21179012,0.187278722,0.348848343,1.514722122,NOT
2838,PA4762,heat shock protein GrpE,0.012522911,0.012928702,0.348864079,3.52993102,NOT
679,PA1140,conserved hypothetical protein,0.103557114,0.085191781,0.349093914,1.953978922,NOT
1512,PA2793,hypothetical protein,0.403128867,0.388368573,0.349126816,0.969771087,NOT
1826,PA3247,hypothetical protein,0.140989425,0.119770254,0.350368023,1.843616496,NOT
3159,PA5237,conserved hypothetical protein,0.02666476,0.023110533,0.35147047,3.075453741,NOT
782,PA1336,AauS,0.001036421,0.003365517,0.351638794,5.926868728,NOT
2670,PA4538,NADH dehydrogenase,0.162155511,0.138099773,0.351883888,1.803062805,NOT
3220,PA5331,orotate phosphoribosyltransferase,0.027873104,0.023893266,0.352073669,2.914830109,NOT
1258,PA2239,PslI,0.110505218,0.09104,0.352257252,2.071237323,NOT
1685,PA3050,dihydroorotate dehydrogenase,0.050573865,0.040891816,0.35291338,2.639241513,NOT
1475,PA2728,hypothetical protein,0.082825714,0.068820669,0.353942871,2.511854673,NOT
371,PA0603,AgtA,0.081656561,0.067469108,0.354850292,2.494164588,NOT
1131,PA1994,hypothetical protein,0.04803282,0.038890595,0.354896069,2.778072992,NOT
916,PA1583,succinate dehydrogenase (A subunit),0.003506445,0.005727891,0.355869293,6.33007508,NOT
1662,PA3018,hypothetical protein,0.055962132,0.044670251,0.35603714,2.418227773,NOT
1081,PA1859,probable transcriptional regulator,0.084400767,0.069808591,0.356138706,2.06602063,NOT
2991,PA5014,glutamate-ammonia-ligase adenylyltransferase,0.096151251,0.078371731,0.357499123,2.141498958,NOT
2717,PA4604,conserved hypothetical protein,0.137159337,0.115533293,0.357672215,1.7544011,NOT
2539,PA4373,hypothetical protein,0.124821595,0.105067516,0.35797739,2.108362034,NOT
2388,PA4138,tyrosyl-tRNA synthetase,0.048333236,0.038907354,0.358094215,2.537632429,NOT
2638,PA4493,RoxR,0.00513707,0.006497238,0.358294487,4.403180317,NOT
598,PA1027,delta1-Piperideine-6-carboxylate dehydrogenase,0.004124735,0.00611838,0.358578682,4.785354183,NOT
2043,PA3634,conserved hypothetical protein,0.008892402,0.00961194,0.359134674,3.930079141,NOT
1756,PA3148,UDP-N-acetylglucosamine 2-epimerase WbpI,0.192838233,0.167434343,0.359457493,1.482757667,NOT
1090,PA1877,probable secretion protein,0.381116395,0.362299791,0.359684467,1.020212615,NOT
2032,PA3621,ferredoxin I,0.129705654,0.109189731,0.359949589,2.025447264,NOT
1960,PA3483,hypothetical protein,1.12E-05,0,0.36022234,13.98881673,NOT
1683,PA3048,conserved hypothetical protein,0.114460474,0.093956778,0.360275745,1.846731286,NOT
158,PA0290,putative diguanylate cyclase,0.19947723,0.174327196,0.360788345,1.548575716,NOT
2248,PA3903,peptide chain release factor 3,0.069635202,0.055423015,0.361078739,2.205688756,NOT
2,PA0002,DNA polymerase III,0.086923943,0.071368421,0.362033367,2.068078872,NOT
456,PA0784,probable transcriptional regulator,0.01865963,0.016567939,0.363078594,3.555740117,NOT
2311,PA4000,RlpA,0.084787866,0.069834835,0.363079548,2.291727448,NOT
926,PA1596,heat shock protein HtpG,0.084195029,0.0696,0.363128662,2.497162956,NOT
1952,PA3469,conserved hypothetical protein,0.073106149,0.058707838,0.36542654,2.442383701,NOT
2693,PA4569,octaprenyl-diphosphate synthase,0.113224503,0.093379855,0.365758419,1.870752143,NOT
433,PA0747,probable aldehyde dehydrogenase,0.005112949,0.006371191,0.366202354,6.262165441,NOT
20,PA0024,coproporphyrinogen III oxidase,0.086431704,0.071078067,0.366312027,2.117054098,NOT
1553,PA2853,Outer membrane lipoprotein OprI precursor,0.001194837,0.004585366,0.366333008,5.787177473,NOT
981,PA1684,1,0.00406009,0.00615674,0.368328571,4.525073301,NOT
924,PA1594,hypothetical protein,0.059661929,0.047342037,0.369692802,2.696356402,NOT
2180,PA3806,conserved hypothetical protein,0.111963501,0.092118969,0.370080948,1.870744517,NOT
2805,PA4727,poly(A) polymerase,0.097462,0.079755789,0.370285988,1.961916754,NOT
1041,PA1799,two-component response regulator,0.000481255,0.002206897,0.371706009,6.837661779,NOT
1265,PA2253,L-asparaginase I,0.143001492,0.120787988,0.371711731,1.688564365,NOT
829,PA1441,putative flagellar hook-length control protein FliK,0.001096865,0.003483871,0.371823788,5.978414565,NOT
148,PA0267,hypothetical protein,0.108353794,0.089367429,0.373209953,1.957299105,NOT
1788,PA3192,two-component response regulator GltR,0.010627632,0.01087747,0.373941898,5.074981518,NOT
264,PA0449,hypothetical protein,0.081396063,0.066996174,0.374041557,2.236711211,NOT
1183,PA2110,hypothetical protein,0.015836827,0.01458,0.374780655,3.709307089,NOT
2497,PA4312,conserved hypothetical protein,0.627183905,0.629431457,0.375165462,0.538576599,NOT
1085,PA1865,Fanconi anemia-associated nuclease 1,0.332088535,0.312274956,0.375210762,1.092835296,NOT
1473,PA2725,probable chaperone,0.017952763,0.016068323,0.375545979,4.002673352,NOT
2400,PA4170,hypothetical protein,0.523199459,0.515956027,0.376033783,0.701103095,NOT
1289,PA2318,hypothetical protein,0.197210452,0.171805907,0.376479149,1.456777432,NOT
2814,PA4736,hypothetical protein,0.298168595,0.276473899,0.377000332,1.188350227,NOT
517,PA0896,subunit I of arginine N2-succinyltransferase = ornithine N2-succinyltransferase,0.141364335,0.119886473,0.377122879,1.888491434,NOT
3341,PA5523,probable aminotransferase,0.144069833,0.121371565,0.377167225,1.907963048,NOT
3,PA0003,RecF protein,0.248812125,0.224917271,0.377677441,1.313510683,NOT
2541,PA4376,nicotinate phosphoribosyltransferase,0.169204112,0.144278087,0.377717495,1.603736287,NOT
1144,PA2013,putative 3-methylglutaconyl-CoA hydratase,0.009168699,0.009571429,0.378768921,3.984595175,NOT
1374,PA2555,probable AMP-binding enzyme,0.001081885,0.003552632,0.382140636,6.141358745,NOT
585,PA1006,Protein PA1006,0.021284243,0.018290647,0.382341862,3.101353568,NOT
2324,PA4020,UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase,0.017051406,0.015367412,0.383218765,3.409301948,NOT
2694,PA4571,probable cytochrome c,0.001949763,0.004621005,0.38406086,5.648463169,NOT
1452,PA2684,Tse5,0.031420424,0.025964072,0.384310246,3.444339507,NOT
463,PA0796,carboxyphosphonoenolpyruvate phosphonomutase,0.001714734,0.004390244,0.384365082,6.176871379,NOT
1134,PA1999,dehydrocarnitine CoA transferase,0.068521326,0.054490998,0.384756565,2.476708363,NOT
1036,PA1793,peptidyl-prolyl cis-trans isomerase B,0.010260642,0.01047505,0.38480854,3.832813603,NOT
2121,PA3727,hypothetical protein,0.020172333,0.017144543,0.385156155,3.141433905,NOT
1681,PA3046,conserved hypothetical protein,0.083404993,0.069190909,0.385941982,2.130038358,NOT
647,PA1096,hypothetical protein,0.002596549,0.004816327,0.386385918,5.042732435,NOT
2935,PA4938,adenylosuccinate synthetase,0.042843167,0.034927126,0.386529922,2.654389805,NOT
669,PA1124,deoxyguanosinetriphosphate triphosphohydrolase,0.039895637,0.032458947,0.387542248,2.898480519,NOT
1460,PA2703,Tsi2,0.17504676,0.150243526,0.388103485,1.584213441,NOT
617,PA1053,conserved hypothetical protein,0.001706565,0.003941176,0.388231754,6.854743307,NOT
390,PA0638,probable bacteriophage protein,0.576527696,0.57514963,0.38868475,0.604506735,NOT
1815,PA3234,probable sodium:solute symporter,0.299891879,0.27801629,0.390596867,1.135677439,NOT
2749,PA4655,ferrochelatase,0.143289508,0.120971223,0.390790462,1.687771313,NOT
489,PA0851,hypothetical protein,0.005516785,0.006817204,0.390963078,4.655366499,NOT
2680,PA4554,type 4 fimbrial biogenesis protein PilY1,0.143843799,0.121456287,0.390980721,1.878441408,NOT
2193,PA3819,conserved hypothetical protein,0.020055256,0.017143704,0.394855022,3.156671217,NOT
537,PA0933,probable RNA methyltransferase,0.026196405,0.022624837,0.395532131,3.545605109,NOT
2594,PA4443,ATP sulfurylase small subunit,0.07310432,0.058754358,0.396422863,2.607965346,NOT
2759,PA4666,glutamyl-tRNA reductase,0.188386281,0.163735626,0.397557259,1.636327919,NOT
3208,PA5312,Aldehyde dehydrogenase,0.008105713,0.009297539,0.397625923,5.44033187,NOT
611,PA1046,beta-agarase,0.17095139,0.146165464,0.397938728,1.671873807,NOT
683,PA1149,hypothetical protein,0.675323337,0.675070225,0.399330139,0.440076868,NOT
886,PA1535,citronellyl-CoA dehydrogenase,0.105728774,0.086738983,0.400314331,2.01065017,NOT
166,PA0298,Glutamylpolyamine synthetase,0.019605854,0.017091454,0.400514126,4.225057255,NOT
2901,PA4872,oxaloacetate decarboxylase,0.092307535,0.074904899,0.401217461,2.167166107,NOT
1742,PA3127,hypothetical protein,0.003012848,0.005,0.401706696,4.874515263,NOT
2160,PA3777,exodeoxyribonuclease VII large subunit,0.533010544,0.527439577,0.40187788,0.68773273,NOT
1682,PA3047,probable D-alanyl-D-alanine carboxypeptidase,0.000820656,0.002488189,0.402142525,10.61523602,NOT
2319,PA4012,hypothetical protein,0.454369936,0.44081668,0.402611732,0.830456452,NOT
1866,PA3314,probable ATP-binding component of ABC transporter,0.03563868,0.029001112,0.402826786,2.875283452,NOT
3298,PA5455,putative glycosyltransferase,0.176695837,0.151688083,0.403339863,1.540452237,NOT
455,PA0783,sodium/proline symporter PutP,0.424226908,0.412019417,0.404153824,0.88345899,NOT
802,PA1375,erythronate-4-phosphate dehydrogenase,0.037283101,0.030362649,0.404330254,2.695077141,NOT
898,PA1556,Cytochrome c oxidase,0.049891565,0.040151229,0.404877186,2.775939985,NOT
2483,PA4284,exodeoxyribonuclease V beta chain,0.116975907,0.096631169,0.406338692,1.830263909,NOT
430,PA0744,probable enoyl-CoA hydratase/isomerase,0.066433866,0.052720661,0.408884525,2.550257437,NOT
971,PA1673,microoxic hemerythrin,0.019268802,0.016888218,0.409864902,3.470168047,NOT
192,PA0337,phosphoenolpyruvate-protein phosphotransferase PtsP,0.097961014,0.080266106,0.410961151,1.981462843,NOT
2168,PA3792,2-isopropylmalate synthase,0.124793687,0.105134481,0.411538124,1.814506905,NOT
785,PA1339,AatP,0.034020547,0.027626424,0.413126945,3.689690106,NOT
1969,PA3498,probable oxidoreductase,0.032695997,0.027057176,0.413256168,3.257965751,NOT
3146,PA5221,probable FAD-dependent monooxygenase,0.088777179,0.072243045,0.41331768,2.242492703,NOT
1885,PA3344,ATP-dependent DNA helicase RecQ,0.061338785,0.048438356,0.413989067,2.463839404,NOT
1342,PA2449,GcsR,0.285217344,0.263713626,0.414114475,1.173217423,NOT
1571,PA2886,expressed protein with apparent function in citronellol catabolism,0.247556799,0.223413877,0.414373875,1.28363699,NOT
960,PA1655,probable glutathione S-transferase,0.058542535,0.046729038,0.414382458,2.614880063,NOT
2637,PA4492,MagA,0.007713535,0.008752294,0.415109634,4.598457161,NOT
503,PA0869,D-alanyl-D-alanine-endopeptidase,0.025358253,0.022423592,0.415699005,3.290286725,NOT
114,PA0172,SiaA,0.041926292,0.034219038,0.41628027,3.176859379,NOT
1196,PA2126,cupA gene regulator C,0.010874438,0.010824903,0.416842937,3.657677868,NOT
2913,PA4893,urease accessory protein UreG,0.007558844,0.008674365,0.416953087,5.115133304,NOT
3251,PA5371,conserved hypothetical protein,0.742190618,0.7423397,0.417368889,0.345373365,NOT
56,PA0079,TssK1,0.091025089,0.073393193,0.41752243,2.059002883,NOT
2394,PA4157,probable transcriptional regulator,0.021658247,0.018293866,0.417994499,3.239194888,NOT
703,PA1178,PhoP/Q and low Mg2+ inducible outer membrane protein H1 precursor,0.002805218,0.004957529,0.418046474,5.10107099,NOT
2498,PA4314,formyltetrahydrofolate deformylase,0.095093053,0.077347548,0.418584824,1.987864774,NOT
1143,PA2012,methylcrotonyl-CoA carboxylase,0.015391195,0.014346218,0.420041084,3.878700098,NOT
1244,PA2201,hypothetical protein,0.008005767,0.009195506,0.420694828,4.898994154,NOT
1375,PA2557,probable AMP-binding enzyme,0.521757058,0.514084187,0.421397686,0.719815082,NOT
161,PA0293,N-carbamoylputrescine amidohydrolase,0.115781497,0.095642997,0.422102928,2.144840681,NOT
1540,PA2830,heat shock protein HtpX,0.223065647,0.198968655,0.422985554,1.481956406,NOT
338,PA0559,conserved hypothetical protein,0.162601284,0.138321631,0.423116684,1.601954233,NOT
716,PA1201,probable transcriptional regulator,0.442610308,0.428771065,0.424427986,0.822200995,NOT
1315,PA2389,PvdR,0.367691996,0.348506351,0.424508572,0.980945021,NOT
947,PA1634,potassium-transporting ATPase,0.576894911,0.575267209,0.425019741,0.590341182,NOT
2598,PA4447,histidinol-phosphate aminotransferase,0.042288424,0.034339776,0.426163673,2.660495968,NOT
2845,PA4771,L-lactate dehydrogenase,0.1459658,0.123077653,0.426298141,1.690109264,NOT
1725,PA3108,amidophosphoribosyltransferase,0.074242872,0.059540519,0.426490784,2.362737795,NOT
1791,PA3195,glyceraldehyde 3-phosphate dehydrogenase,0.00888486,0.009632479,0.427287579,5.721386977,NOT
935,PA1608,probable chemotaxis transducer,0.006423239,0.007415617,0.428260803,4.105393275,NOT
872,PA1517,conserved hypothetical protein,0.610708577,0.612522562,0.428972244,0.563159477,NOT
3046,PA5082,DguC,0.44534254,0.43177505,0.429256916,0.836102882,NOT
1733,PA3117,aspartate semialdehyde dehydrogenase,0.054182993,0.04335825,0.430256367,2.580750555,NOT
3261,PA5398,DgcA,0.003790097,0.006012987,0.430541515,5.638595226,NOT
2288,PA3970,AMP nucleosidase,0.027298983,0.023195903,0.431359291,2.918852916,NOT
1493,PA2753,hypothetical protein,0.620625378,0.622115774,0.433505058,0.54778515,NOT
3253,PA5373,betaine aldehyde dehydrogenase,0.147237467,0.124122786,0.433973789,1.700793153,NOT
340,PA0563,conserved hypothetical protein,0.479893135,0.468911981,0.434449196,0.787624718,NOT
2349,PA4059,hypothetical protein,0.025282663,0.022483871,0.434665203,3.013910056,NOT
3323,PA5495,homoserine kinase,0.009706769,0.009634146,0.434966087,3.837119572,NOT
2216,PA3850,hypothetical protein,0.028256045,0.024115869,0.435051918,2.942101076,NOT
2850,PA4777,PmrB: two-component regulator system signal sensor kinase PmrB,0.148852933,0.125635294,0.435594082,1.915498864,NOT
1771,PA3167,3-phosphoserine aminotransferase,0.04479516,0.036289395,0.435940266,2.539516333,NOT
330,PA0547,probable transcriptional regulator,0.010706476,0.01081336,0.436782837,3.663229108,NOT
90,PA0132,Beta-alanine:pyruvate transaminase,0.069876483,0.055369952,0.438373566,2.30732164,NOT
3233,PA5348,probable DNA-binding protein,0.109354932,0.090160858,0.439258575,2.002649612,NOT
1513,PA2795,dihydrouridine synthase A,0.000351065,0.00256,0.439452648,8.360237159,NOT
2403,PA4174,probable transcriptional regulator,0.423203626,0.411652879,0.4398036,0.859595663,NOT
2955,PA4960,probable phosphoserine phosphatase,0.078314701,0.064456876,0.440001011,2.424651761,NOT
1304,PA2365,HsiB3,0.033397942,0.027391705,0.440731049,3.108982134,NOT
260,PA0436,probable transcriptional regulator,0.068109484,0.053939295,0.440783024,2.250957054,NOT
63,PA0086,TagJ1,0.021139652,0.018283237,0.4425354,3.105890275,NOT
1033,PA1790,hypothetical protein,0.010068972,0.010313253,0.442844868,3.955471599,NOT
1875,PA3331,cytochrome P450,0.009590931,0.009773196,0.443092346,4.534891543,NOT
1103,PA1926,Uncharacterized protein,0.05804081,0.046462356,0.443539619,2.375684249,NOT
